"equal_-0.25_1"	"equal_-0.5_1"	"equal_-0.75_1"	"equal_-1_1"	"equal_0_1"	"equal_0.25_1"	"equal_0.5_1"	"equal_0.75_1"	"equal_1_1"	"f_-0.25_1.5"	"f_-0.25_2"	"f_-0.25_3"	"f_-0.5_1.5"	"f_-0.5_2"	"f_-0.75_2"	"f_-0.75_3"	"f_-1_1.5"	"f_-1_2"	"f_-1_3"	"f_0_1"	"f_0_1.5"	"f_0_2"	"f_0_3"	"f_0.25_1.5"	"f_0.5_1.5"	"f_0.5_3"	"f_0.75_1.5"	"f_0.75_2"	"f_0.75_3"	"f_1_1.5"	"f_1_2"	"f_1_3"	"m_-0.25_2"	"m_-0.5_2"	"m_-0.5_3"	"m_-0.75_3"	"m_-1_1.5"	"m_-1_2"	"m_-1_3"	"m_0_1"	"m_0_1.5"	"m_0_2"	"m_0_3"	"m_0.25_1.5"	"m_0.25_2"	"m_0.5_1.5"	"m_0.5_2"	"m_0.5_3"	"m_0.75_1.5"	"m_0.75_2"	"m_0.75_3"	"m_1_1.5"	"m_1_2"	"m_1_3"	"null"
0.00161141121650352	4.14954973843075e-05	0.000568556879236998	0.00105804389969033	0.046475665663789	0.00609342349460102	0.0256109112899004	0.120311798327882	0.191118230768601	0.00113558036346991	0.000247745608544098	0.000621070231369826	0.000157371748175555	1.66845344826574e-05	0.000151717189688367	0.000349869308923465	5.18584657425582e-06	0.00156932712666014	0.000897444583799427	0.0040403307057033	0.000711374689295451	0.000418012349430063	0.000417267974386326	0.00154174529673176	0.00433799011556105	0.000228214586173527	0.00147809248150738	0.0004663638687473	0.0024334276118842	0.016319280322782	0.0071555028233723	0.00530723163112001	0.00015624878912055	0.000123286803381632	0.000268651133610668	0.000540149406937181	0.00168730941575822	0.000965807403533043	0.000689103099891135	0.00478336954005155	0.00104691373723625	2.97647055324438e-05	0.000225571801997621	0.00560118693105893	0.00098740849426081	0.0143965908802133	0.00155532896076357	0.000402913028833932	0.0405260522385718	0.000165529987674162	0.00156075714101239	0.0706860598335057	0.00664433085843366	0.00417421465135695	0.399887083121294
0.00162267252354734	4.18220571585632e-05	0.000573547373636329	0.00106893132486559	0.0452053631397577	0.00611934056321302	0.0256952512368057	0.120423716011496	0.18874411740005	0.00114254731328754	0.000248983992649717	0.000624773269722468	0.000158533430381106	1.67802052481214e-05	0.000152696354112835	0.000352076152871405	5.22417164323967e-06	0.00158144521840106	0.000903259754889833	0.0040623128600662	0.000715086251199088	0.000420406375896382	0.000418645881429088	0.00155016131953989	0.00434738918855384	0.000228981285179879	0.00147891804557862	0.000467335235858965	0.00244262173709551	0.0162457853106256	0.00716268087070333	0.00531474441398325	0.00015744997391761	0.00012434357066828	0.000270947916125214	0.000545072583030746	0.00170484899193507	0.000975723138979083	0.000695812734857781	0.00481950820312056	0.00105314617352806	3.00006444703443e-05	0.000226916705794157	0.00562961735571376	0.000992504942248793	0.0144628635371572	0.00156182306328716	0.000404538748957314	0.0406254234442283	0.000165601593906238	0.00156651815842615	0.070202202404268	0.00663789234174081	0.00418711377400686	0.403423979730185
0.00161361523762517	4.1563233524192e-05	0.000569668619116576	0.00106135881599559	0.046265895665787	0.00609711190654898	0.0256229211696432	0.120305889575172	0.190354797072227	0.00113663111426507	0.000247822407583511	0.000621613121325806	0.000157588568795735	1.66909558421398e-05	0.000151787469659248	0.000350119791464025	5.20579844058935e-06	0.00157135791927119	0.000898016774089437	0.0040434867903923	0.000711898214282845	0.000418408128329965	0.000417167031233215	0.00154331969914552	0.00433847668678957	0.00022827357678604	0.00147799444161808	0.000466482407337602	0.00243487508921034	0.0163080107025866	0.00715787362886934	0.00530830636549653	0.000156510295599417	0.000123537132301691	0.000269259204982575	0.000541466943481339	0.00169236060935196	0.000968649733434547	0.000691027261481395	0.0047929121978513	0.00104795557084521	2.98279873088824e-05	0.000225701989870779	0.00560572655215899	0.000988138932111489	0.0144081699391993	0.0015560033436724	0.000402900709719842	0.0405329653485891	0.000165368845652849	0.00156074389863001	0.0704604645730952	0.00663442662433161	0.00417326288583769	0.401028391442038
0.00159632285586546	4.10528253365333e-05	0.000561711098889259	0.00104490971626792	0.0480456010742015	0.00606253900283757	0.0255154032044355	0.12029268447593	0.194817576269612	0.00112532581351589	0.000245818366344812	0.000615065162144179	0.000155595421413544	1.6531734395338e-05	0.000150099566397028	0.000346187952043119	5.16147318054764e-06	0.00154942827284004	0.000887417499945693	0.00400401189654993	0.000706032248849179	0.000414341134639237	0.000415030051774834	0.00152948567782862	0.00432617145417289	0.00022698435640617	0.00147764549776388	0.000464945213646669	0.00241896017176823	0.0164272567039923	0.00714571847714207	0.00529557130017121	0.000154882613951339	0.000122074545117431	0.000265793681722375	0.000534311233774763	0.00166588494352149	0.00095412557347141	0.000682234492683257	0.00474147215671516	0.00104020312072171	2.9449381383067e-05	0.000224471401963801	0.00557068874136661	0.000982235042107597	0.0143238245461526	0.00154949123589008	0.000401840567442367	0.0404562310072593	0.000165814958999915	0.00155617526925665	0.0713821305653582	0.00666480267521049	0.00416645714077312	0.394438819134856
0.00162312880551079	4.18298272155271e-05	0.00057358049949315	0.0010674806590039	0.0444761982322469	0.00611980241175111	0.025701316597059	0.120455060915272	0.188930921857635	0.00114291868267124	0.00024901436331022	0.000625210443449082	0.000158638441132072	1.67822865176636e-05	0.000152714802402532	0.000352239954921883	5.18619001854919e-06	0.00158228171611375	0.000903544234396041	0.00406504465090566	0.000715295827530932	0.000420624487155681	0.000418517526810902	0.0015511072407356	0.00434783602115038	0.000229036966065521	0.00147910896109683	0.000467432802340988	0.00244362673762752	0.0162456389474075	0.00716396064893869	0.00531446064055856	0.000157408269408706	0.000124297079571756	0.00027096936613498	0.000544963475394298	0.00170400413843353	0.000975205177817664	0.000694786391951383	0.00481887889396056	0.00105278935623759	3.00215864836269e-05	0.000226558067566614	0.00562900358285575	0.000991971284619331	0.014465267147892	0.00156121555180236	0.000403981445790897	0.04062878831218	0.000165453498766677	0.0015650942915771	0.0702314957299167	0.00663505384869112	0.00418376340210758	0.403899487722395
0.00162327814583743	4.18376225950936e-05	0.000573752295472202	0.00106753389203044	0.0444307969402133	0.00611794281804482	0.0256920830158101	0.120375249315338	0.188896752885197	0.00114346335328479	0.000249153092792478	0.000625848573165071	0.000158763289790322	1.67939587207775e-05	0.000152851057716329	0.000352601746762781	5.18080705722573e-06	0.00158407120779945	0.000904520725360548	0.00406970197305258	0.000715538173468627	0.000420923046002082	0.000418724659784792	0.00155186050264571	0.00434751086832377	0.000229201744769117	0.00147877719276852	0.00046758729714624	0.00244557899315749	0.0162377020264052	0.00716597485984979	0.00531756812464143	0.000157271636651973	0.000124181071890384	0.00027075445652003	0.000544293373692162	0.00170311876713285	0.00097419166847168	0.000693454031667161	0.00481342061992262	0.00105204806469128	3.00128925570175e-05	0.000226250951784489	0.00562521154588881	0.000991167023094281	0.0144567354000127	0.00155973042091552	0.000403491710625803	0.0405929306990164	0.000165228452155942	0.0015634560205374	0.0701446068019041	0.00662599638957811	0.0041788668532608	0.404224456943025
0.00160476335477086	4.12875988360886e-05	0.000565190437830674	0.00104976805675994	0.0461896963675509	0.00608105967640643	0.0255863751346787	0.120420349194852	0.192848651996953	0.00112953853631049	0.000246167910017554	0.00061717478962106	0.000156490254443499	1.65697760974486e-05	0.000150606201162593	0.000347389615396746	5.1237430470021e-06	0.00155862855070374	0.000890708252162149	0.00401323453552007	0.000708042285549368	0.000415781262004008	0.000414232754433245	0.00153551503264765	0.00432531930278163	0.000226865260184617	0.00147555203366797	0.000464597654361918	0.00242056829212276	0.0163264310141843	0.00713423831324786	0.00528048237047118	0.000155904160747682	0.000122859658393934	0.000267870700365729	0.000538237016782942	0.00167595226724824	0.000959879216721222	0.000685252332452366	0.00478398478695655	0.00104530602468248	2.96949092273716e-05	0.000225742895784005	0.00559887344708679	0.000987587822270093	0.0144010405404382	0.00155824490209581	0.000404323040598049	0.0406241099490399	0.000166390496913446	0.00156602440151497	0.0712236310853357	0.00668542722912451	0.00419346726661758	0.397853796290825
0.00160607214513274	4.13448750265025e-05	0.000566381238928852	0.00105439912134713	0.0461728043431232	0.00608132685709183	0.0255810871877001	0.12037976236179	0.192602232014612	0.00113031758717882	0.000246299413384472	0.000617520875430675	0.000156624303805971	1.65806620730951e-05	0.000150719985592769	0.00034761987232732	5.14554860044395e-06	0.00156016359784243	0.000891296463853839	0.00401567893227433	0.000708370685383841	0.000416016840370925	0.000414448297881055	0.00153604571807978	0.00432578145020705	0.000226968687223058	0.00147577048283843	0.00046475518222641	0.00242181999509863	0.0163353726255863	0.0071382786591163	0.0052840832408368	0.000156010459675536	0.000123053016140152	0.000268111554558508	0.000539073150832812	0.00168261515839258	0.000963308699945235	0.000687594625475297	0.00477997373443691	0.00104551631401859	2.97028246358283e-05	0.000225594921051078	0.00559676013623269	0.000987095223917641	0.0143918634388155	0.00155632467387488	0.000403456330309891	0.0405806703743548	0.000166040995765555	0.00156273091184395	0.0711511824132615	0.00667131198495269	0.00418292215190862	0.398277997653635
0.00161976440589996	4.17293504042173e-05	0.000571997022421186	0.00106394475596671	0.0450878269349484	0.00611164256791062	0.0256739594412703	0.120382938438318	0.189381471469746	0.00114100665040683	0.000248695139173337	0.000624429404531607	0.000158322836814211	1.67549714308618e-05	0.000152410003858629	0.000351700241610827	5.18017761066763e-06	0.00157889328063521	0.000902014121128506	0.00406154184512671	0.000714324905901977	0.000420083608781104	0.000418308039757965	0.00154912729042076	0.00434538199954662	0.000228963036939365	0.00147877178178235	0.000467319801961499	0.0024425765590325	0.0162625560091097	0.0071640592467183	0.00531613568911115	0.000157003279490147	0.000123939230449395	0.000270198249210364	0.000543224922610278	0.00169834116840374	0.000971905053170543	0.000692464881471771	0.00480600405017934	0.00105069817960215	2.99483769060784e-05	0.000226080085700848	0.00561951801598884	0.000990292845222757	0.01444370053958	0.00155899087038132	0.000403437137215397	0.0405895434185393	0.0001654068578868	0.00156344436967837	0.0703503552285445	0.00663658980565057	0.004180111826949	0.402944970578893
0.00160924560443647	4.1436550241801e-05	0.000567734482597632	0.00105780809257383	0.0462928092855241	0.0060892183890283	0.0256010065987132	0.120377857750795	0.192253156175626	0.00113350655172426	0.000247242453454265	0.000619356847431231	0.000157018728109591	1.66497045813655e-05	0.000151390876187132	0.000348895877457155	5.19583134542755e-06	0.00156518418094851	0.000894922125779651	0.00402776546882299	0.000710190021069753	0.000417055612170001	0.000416227579437879	0.00153898264961288	0.00433393839185642	0.000227656369963605	0.00147754795991699	0.000465659630240673	0.00242758935333207	0.0163431766421172	0.00714794512773454	0.00529615845440352	0.00015610587139791	0.000123162316980921	0.000268240083039682	0.000539371506031903	0.00168558442044978	0.0009646650535651	0.000688399234662416	0.00477739225859247	0.00104634554960409	2.97211581415543e-05	0.000225445609715741	0.00559877835535519	0.000986899424398521	0.0143923210152566	0.00155523094651302	0.000402834169418033	0.0405491643601122	0.000165676723862433	0.00156066389923445	0.0709210942344397	0.00665494695483396	0.00417613572124657	0.398672291765914
