"equal_.1_1"	"equal_0_1"	"equal_1_1"	"f_.0.5_3"	"f_.0.75_1.5"	"f_.0.75_3"	"f_.1_1.5"	"f_.1_2"	"f_.1_3"	"f_0_1"	"f_0.75_3"	"f_1_1.5"	"f_1_2"	"f_1_3"	"m_.0.25_1.5"	"m_.0.25_2"	"m_.0.25_3"	"m_.0.5_3"	"m_.0.75_2"	"m_.0.75_3"	"m_.1_1.5"	"m_.1_2"	"m_.1_3"	"m_0_1"	"m_0_1.5"	"m_0_3"	"m_0.25_2"	"m_0.25_3"	"m_0.5_3"	"m_0.75_3"	"m_1_1.5"	"m_1_2"	"m_1_3"	"null"
0.000970005290407831	0.128939684845122	0.000271034159182139	0.000123976538970405	3.07766781764554e-07	0.000303513066221357	0.00114708496913795	6.94614633064954e-05	0.000388412962868796	0.000933666455412346	3.1741782170064e-05	0.000792638827945012	0.000223432268804679	0.000114092595042595	0.000376871701133361	0.000260415023334724	0.00953900747146762	0.00559403451122508	0.00110205018751354	0.00551809816753634	0.00113663464391365	0.00122538571877454	0.0201878142284405	0.177852947332672	8.04542587623897e-05	0.00877624236723593	0.00026468049535453	0.00570211866622055	0.0104092871921366	0.00310682628793755	0.000483207721153516	0.000858960480250075	0.0203156895752164	0.592900220978347
0.000969080355798223	0.126071139210962	0.000268366611633029	0.000123878584228218	3.02217408545059e-07	0.000303042612729113	0.00114567056259503	6.86986529909645e-05	0.000386673030177461	0.000931162829042843	3.13161704747517e-05	0.000792052584808615	0.000221375546303959	0.000112756255074141	0.000377831977391975	0.000260884947659527	0.0095497709259166	0.00559384535986276	0.00110388015921947	0.00551947907507842	0.00113488165473721	0.00122333416970482	0.0201958092426718	0.177216207411237	8.00299788658684e-05	0.00877826482282582	0.000265233075589345	0.00570172001772365	0.0104102309845258	0.00310112313686961	0.000484059122546421	0.000856309289430699	0.0203474974416315	0.596374091982285
0.000967696476258398	0.128908604267832	0.000269396126142547	0.00012367314680958	3.07108973900012e-07	0.00030267700193528	0.00114411074940848	6.89894393485198e-05	0.000386864145732002	0.000930541614001836	3.1485625325914e-05	0.000790646498897311	0.000222068633845577	0.000113267102125682	0.000376465478838947	0.000260080493565453	0.00952678048418615	0.0055861886228468	0.00110073274998126	0.00551161929674081	0.00113402664101471	0.00122295541020981	0.0201690235776345	0.17761459520516	8.01424686965468e-05	0.00876154701871446	0.000264341468173372	0.00569186282640524	0.0103904062164487	0.00309939020246258	0.000482500206068646	0.000856233983908416	0.0202875315430536	0.593323248169253
0.000968575483485506	0.128617863394426	0.000270182178426296	0.000123828633056418	3.06505302570188e-07	0.00030308831260038	0.00114537587362808	6.92135758477309e-05	0.000387589497010239	0.000932107032119377	3.16012736898892e-05	0.000792019684612574	0.000222699585301729	0.000113655434075816	0.000376703543132402	0.000260291343151904	0.00953606315243383	0.00559074196593767	0.00110111539333157	0.00551376821296701	0.00113482093287444	0.00122338798009381	0.0201669327788448	0.177956691965242	8.03329410777512e-05	0.00877433885651502	0.000264655847523727	0.00570120210106135	0.0104093001829844	0.00310588921911397	0.000483183571467188	0.000858397238784037	0.0203281101448186	0.593155966165061
0.00096853310523807	0.125381271360728	0.000268085724014684	0.000123789556792101	3.00567294523221e-07	0.000302822089617334	0.00114498409906654	6.860506263139e-05	0.000386302033695673	0.000930375987403755	3.12728336488505e-05	0.000791296461696698	0.000221096890650295	0.000112624010837755	0.000377753397777295	0.000260832956338501	0.00954967299590558	0.005593252348232	0.00110377663630689	0.00551889833044319	0.00113427591475215	0.00122281600844945	0.0201924073305882	0.177573097560594	7.99735079417347e-05	0.00877708972770775	0.000265142991655788	0.00570129659967978	0.0104092465067461	0.00310127610389896	0.000483755871098977	0.00085552819005097	0.0203394977545356	0.596729049483981
0.000969252514266889	0.125758983088781	0.00026944507351509	0.000123996747703161	3.01392895128079e-07	0.000303343182304877	0.00114615493884778	6.87889710636993e-05	0.000387061898637245	0.000931997032178926	3.138263493139e-05	0.000793297877983167	0.000221848586707279	0.000113044033496902	0.000377857126179849	0.000260980287510223	0.00955736701516494	0.00559939309091628	0.00110396731898381	0.00552311546689013	0.00113532665518542	0.00122422825926005	0.020203537967261	0.177840623268349	8.02617988925935e-05	0.0087910883972148	0.000265413819659547	0.00571315925882778	0.0104352507508063	0.00311419073351493	0.000484584004738196	0.000860425319008068	0.0204059460804788	0.595904385407846
0.000969057876719365	0.129188091649659	0.000271501569106471	0.000123874038826584	3.08646561841552e-07	0.000303292171856773	0.00114609008431681	6.95360163138589e-05	0.00038833121132969	0.000933419439002137	3.18104670311294e-05	0.000792491304244338	0.00022374332441134	0.000114297386080226	0.000376423315565957	0.000260149690927941	0.00953304991386327	0.00559057309517799	0.00110050156705699	0.00551201587791532	0.00113546309139174	0.00122395598112672	0.0201593413849681	0.17844183219981	8.05151553826544e-05	0.00877656092286424	0.000264525975458093	0.00570628286086697	0.0104217051016761	0.00311530754852827	0.000483102724241827	0.000860678295255796	0.0203485170690712	0.592053653043391
0.000967136588825563	0.130894767729567	0.000271651465020393	0.000123570537526488	3.10831604812125e-07	0.000302597915063215	0.00114367235048844	6.9506983826314e-05	0.00038767698674873	0.000931637204513938	3.18414596622233e-05	0.000790560047959055	0.000223748717805144	0.000114346887749381	0.000375467302094222	0.000259566208484498	0.00951758766988762	0.00558539300105694	0.00109832903382515	0.00550771310099924	0.00113369959132082	0.00122268665109491	0.0201476988439307	0.178780337618953	8.04273272390795e-05	0.00876237011958384	0.00026385627323412	0.00569627716815874	0.0103999295437198	0.00310888767495631	0.00048185455727635	0.000859165019697372	0.0202877170163045	0.590178010571823
0.000967967357589354	0.125774118466706	0.000268598148673908	0.00012374293964416	3.01157778360017e-07	0.000302733249496449	0.00114443590539486	6.86791122614253e-05	0.000386343882669997	0.000930314292373782	3.13230809644887e-05	0.000791346471743488	0.000221359744613469	0.000112789030203928	0.000377400647298445	0.000260621390842944	0.00954400051723534	0.00559087779055748	0.0011026575028324	0.00551555170452088	0.00113369167311921	0.00122220839687605	0.0201773438671219	0.177706929952002	8.00353537110168e-05	0.00877441927421847	0.000264990431797572	0.00570056157263019	0.0104092908945777	0.00310282922736133	0.000483696457170815	0.000856898805429321	0.0203486098515838	0.596223331848999
0.000969209711894541	0.127426713852791	0.000269172129106266	0.000123885772713398	3.04410451694529e-07	0.000303179993733925	0.00114598514213336	6.90459165123954e-05	0.000387385542737518	0.000931854440906041	3.14791274397698e-05	0.000791809436719822	0.000222072040241043	0.000113268920506824	0.000377197719414157	0.000260567726995031	0.00954277354559868	0.00559308619765207	0.00110266711294294	0.00551789354363096	0.00113552205823773	0.00122421431579599	0.0201871326506528	0.177783152486227	8.022122521094e-05	0.00877577260785439	0.000264848881407387	0.00570024563943528	0.0104055396242443	0.00310178067845214	0.000483265510509943	0.000856354089309885	0.0203167777496105	0.594505620198931
